2022-12-14 16:55:51 ;532;1148;Tension baterias de arranque minima;M01            ;W;;;;;;;;;
2022-12-14 16:55:04 ;360;9005;Comunicación DIA.NE XT activa;M01            ;B;;;;;;;;;
2022-12-14 16:55:01 ;672;1239;Parada fallo general;M01            ;B;;;;;;;;;
2022-12-14 16:55:01 ;672;2126;Reducción de rendimiento durch temperatura de carga;M01            ;B;;;;;;;;;
2022-12-14 16:55:01 ;672;2128;P-reduccion analogico;M01            ;B;;;;;;;;;
2022-12-14 16:55:01 ;657;1230;Desconectado servicio automatico;M01            ;B;;;;;;;;;
2022-12-14 16:55:01 ;672;2131;P-reduccion limite maximo;M01            ;B;;;;;;;;;
2022-12-14 16:55:01 ;657;1232;Desconectada peticion a modulo;M01            ;B;;;;;;;;;
2022-12-14 16:55:01 ;657;1225;Selector de servicio Desconectado;M01            ;B;;;;;;;;;
2022-12-14 16:55:01 ;594;1036;Generador sobrecarga/cortocircuito;M01            ;A;MMD.CurrMax1;0;192;MMD.CurrMax2;0;192;MMD.CurrMax3;0;192
2022-12-14 16:55:01 ;594;1056;Circuito de seguridad abierto;M01            ;A;;;;;;;;;
2022-12-14 16:51:58 ;625;9006;Comunicación DIA.NE XT inactiva;M01            ;B;InfoVariables.CpuError;;;;;;;;
2022-12-14 16:50:56 ;688;1231;Conectada peticion a modulo;M01            ;B;;;;;;;;;
2022-12-14 16:50:56 ;79;1229;Conectado servicio automatico;M01            ;B;;;;;;;;;
2022-12-14 16:50:55 ;688;1227;Selector de servicio Automatico;M01            ;B;;;;;;;;;
2022-12-14 16:50:54 ;844;1226;Selector de servico Manual;M01            ;B;;;;;;;;;
2022-12-14 16:50:52 ;829;1256;Confirmar;M01            ;B;;;;;;;;;
2022-12-14 16:50:48 ;625;1225;Selector de servicio Desconectado;M01            ;B;;;;;;;;;
2022-12-14 16:50:47 ;750;1226;Selector de servico Manual;M01            ;B;;;;;;;;;
2022-12-14 16:49:25 ;750;1148;Tension baterias de arranque minima;M01            ;W;;;;;;;;;
2022-12-14 16:48:38 ;829;9005;Comunicación DIA.NE XT activa;M01            ;B;;;;;;;;;
2022-12-14 16:48:35 ;547;2126;Reducción de rendimiento durch temperatura de carga;M01            ;B;;;;;;;;;
2022-12-14 16:48:35 ;532;1232;Desconectada peticion a modulo;M01            ;B;;;;;;;;;
2022-12-14 16:48:35 ;532;1239;Parada fallo general;M01            ;B;;;;;;;;;
2022-12-14 16:48:35 ;547;2131;P-reduccion limite maximo;M01            ;B;;;;;;;;;
2022-12-14 16:48:35 ;422;1036;Generador sobrecarga/cortocircuito;M01            ;A;MMD.CurrMax1;0;192;MMD.CurrMax2;0;192;MMD.CurrMax3;0;192
2022-12-14 16:48:35 ;532;1230;Desconectado servicio automatico;M01            ;B;;;;;;;;;
2022-12-14 16:48:35 ;422;1056;Circuito de seguridad abierto;M01            ;A;;;;;;;;;
2022-12-14 16:48:35 ;547;3256;Fin de registro DIA.NE XT;M01            ;B;;;;;;;;;
2022-12-14 16:48:35 ;547;2128;P-reduccion analogico;M01            ;B;;;;;;;;;
2022-12-14 16:46:58 ;610;9006;Comunicación DIA.NE XT inactiva;M01            ;B;InfoVariables.CpuError;;;;;;;;
2022-12-14 16:45:20 ;188;1229;Conectado servicio automatico;M01            ;B;;;;;;;;;
2022-12-14 16:45:20 ;188;1231;Conectada peticion a modulo;M01            ;B;;;;;;;;;
2022-12-14 16:45:19 ;188;1227;Selector de servicio Automatico;M01            ;B;;;;;;;;;
2022-12-14 16:45:18 ;625;1226;Selector de servico Manual;M01            ;B;;;;;;;;;
2022-12-14 16:45:14 ;313;1256;Confirmar;M01            ;B;;;;;;;;;
